Record Id,Credit Risk,Installment rate_transformed,Residence Tenure_transformed,Existing credit_transformed,Dependents_transformed,Duration_transformed,Credit amt_transformed,Age_transformed,Current Ac status,SavingAc/Bonds,Emp Tenure,Debtors/Guarantors,Housing,Job,Telephone,Foreign Worker,credit_history_transformed,Status & Sex_female : divorce/seperated/married,Status & Sex_male : divorce/seperated,Status & Sex_male:married/widowed,Status & Sex_male:single,Property owned_building society savings agreement/ life insurance,Property owned_car or other,Property owned_real estate,Property owned_unknown / no property,Purpose_business,Purpose_car(new),Purpose_car(used),Purpose_domestic appliance,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/tv,Purpose_repairs,Purpose_retraining,Other Installemnt plans_bank,Other Installemnt plans_none,Other Installemnt plans_stores
115,1,3,1,1.000000,1,-0.749340,-0.590146,-0.045051,1.000000,3.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
116,1,4,1,1.000000,1,2.314888,0.144295,1.021394,0.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117,2,4,3,1.000000,1,1.804183,1.535784,-0.489403,1.000000,0.000000,3.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
118,1,2,3,2.000000,1,-0.919575,-0.415242,-0.756014,1.000000,0.000000,1.000000,1.000000,0.000000,2.000000,"none","no","1.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
119,2,1,4,2.000000,1,1.038127,0.416324,-1.111496,1.000000,3.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
120,1,3,3,1.000000,1,-0.749340,-0.324695,0.043819,2.000000,3.000000,3.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
121,2,3,2,2.000000,1,0.016717,-0.530168,-0.933755,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
122,1,4,2,2.000000,1,0.272070,0.256511,0.488172,0.000000,1.000000,4.000000,0.000000,0.000000,3.000000,"yes","yes","1.000000",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
123,1,3,2,1.000000,1,-0.749340,-0.556094,-1.022626,0.000000,1.000000,2.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
124,1,4,4,2.000000,1,-0.919575,-0.938018,2.443321,3.000000,1.000000,4.000000,0.000000,2.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
125,2,4,3,1.000000,1,-0.238635,-0.495729,-0.756014,2.000000,0.000000,1.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126,1,4,2,2.000000,1,-0.749340,-0.419499,-0.489403,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
127,1,4,2,1.000000,1,-0.749340,-0.968974,0.399301,1.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
128,2,4,2,1.000000,1,-0.749340,-0.992965,-0.489403,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
129,1,4,2,2.000000,1,-0.749340,-0.520494,-0.133921,2.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
130,2,3,2,2.000000,1,-0.749340,0.113725,-0.578274,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
131,1,1,2,1.000000,1,2.314888,2.043856,-1.022626,2.000000,0.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
132,2,4,3,1.000000,1,1.293479,1.424728,-0.578274,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","0.000000",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
133,1,2,3,2.000000,1,-0.493987,-0.192356,-0.756014,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
134,1,4,4,2.000000,1,-0.238635,-0.472511,1.021394,0.000000,1.000000,2.000000,0.000000,2.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
135,1,2,4,1.000000,1,2.807494,2.685040,-1.289237,0.000000,2.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
136,1,4,2,2.000000,1,-0.749340,-0.760406,0.221560,0.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
137,1,2,2,2.000000,1,0.527422,2.092612,-0.756014,0.000000,4.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
138,2,4,3,1.000000,1,-0.749340,-0.943822,2.709933,2.000000,3.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
139,1,4,2,3.000000,1,-0.493987,-0.184617,-0.045051,2.000000,0.000000,3.000000,2.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
140,1,2,2,1.000000,1,-0.749340,-0.512368,0.754783,3.000000,1.000000,2.000000,0.000000,0.000000,1.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
141,1,2,2,1.000000,1,-1.260044,-0.965879,-0.756014,3.000000,4.000000,1.000000,0.000000,1.000000,0.000000,"none","no","2.000000",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
142,1,4,1,1.000000,1,1.293479,0.615219,-0.489403,2.000000,1.000000,1.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
143,1,3,2,1.000000,1,0.527422,0.081608,-0.756014,1.000000,1.000000,2.000000,0.000000,1.000000,3.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
144,2,2,2,1.000000,1,-0.238635,-0.287547,-1.200367,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
145,1,4,4,1.000000,1,0.016717,-0.354877,-1.111496,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
146,1,4,2,1.000000,1,2.314888,0.139651,-0.489403,2.000000,2.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","3.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
147,1,1,4,2.000000,1,-1.260044,-0.907448,0.310431,1.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
148,1,4,3,2.000000,1,-0.749340,-0.976326,1.376876,0.000000,2.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
149,1,3,2,2.000000,1,1.293479,0.838105,-0.667144,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150,1,4,4,2.000000,1,-0.238635,-0.628067,0.932524,0.000000,4.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
151,1,2,4,1.000000,2,-1.260044,-0.719388,0.577042,0.000000,2.000000,4.000000,0.000000,2.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
152,1,1,4,1.000000,1,-0.919575,-0.495729,0.221560,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","no","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
153,1,4,1,1.000000,1,1.293479,1.022682,-1.022626,3.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
154,1,2,4,1.000000,1,0.272070,1.761766,-0.578274,2.000000,4.000000,4.000000,0.000000,0.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
155,1,4,4,1.000000,1,0.272070,1.455684,0.043819,2.000000,2.000000,3.000000,0.000000,0.000000,3.000000,"yes","yes","0.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
156,2,2,4,1.000000,1,-0.749340,-0.744154,-1.378108,1.000000,1.000000,2.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
157,1,3,4,2.000000,2,-1.004692,-0.741832,1.110265,1.000000,2.000000,4.000000,2.000000,1.000000,2.000000,"none","no","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,1,4,1,1.000000,1,-0.749340,-1.109052,0.843653,1.000000,1.000000,4.000000,0.000000,1.000000,1.000000,"none","yes","3.000000",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
159,1,2,3,2.000000,1,0.272070,0.118756,0.221560,2.000000,2.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
160,1,1,2,2.000000,2,-1.260044,-0.505789,-0.133921,0.000000,0.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
161,1,3,4,1.000000,2,0.272070,-0.128895,0.043819,0.000000,2.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
162,1,4,1,2.000000,1,-0.238635,-0.831992,-0.489403,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
163,1,4,3,2.000000,1,-0.493987,-0.751893,0.043819,0.000000,3.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
164,1,2,4,1.000000,1,-0.919575,1.587636,2.899465,2.000000,1.000000,0.000000,0.000000,2.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
165,1,4,4,1.000000,1,1.293479,-0.888488,0.043819,0.000000,3.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
166,1,1,2,1.000000,1,-1.260044,-0.087878,-0.311662,0.000000,3.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
167,2,4,2,1.000000,1,-0.238635,-0.802584,-0.222792,1.000000,1.000000,0.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
168,1,4,1,1.000000,1,-0.834457,-0.630002,-1.378108,2.000000,4.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
169,1,2,4,1.000000,1,0.272070,0.296755,-0.933755,0.000000,1.000000,3.000000,0.000000,0.000000,2.000000,"yes","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
170,2,4,4,2.000000,1,0.272070,-0.491472,-0.400533,2.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
171,2,4,3,2.000000,2,-0.493987,-0.872623,-0.222792,1.000000,1.000000,4.000000,0.000000,0.000000,2.000000,"none","yes","4.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
172,1,4,1,1.000000,1,-0.749340,-0.944983,-0.844885,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
173,2,3,2,1.000000,1,0.272070,-0.441555,-0.133921,2.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"yes","yes","0.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
174,1,4,2,1.000000,1,-1.089809,-0.693076,-0.222792,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"none","no","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
175,2,2,1,2.000000,1,0.016717,0.080834,-0.844885,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
176,2,4,1,1.000000,1,0.782774,1.656127,1.554617,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,"yes","yes","3.000000",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
177,1,2,1,1.000000,1,-0.749340,-0.243047,0.577042,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
178,1,4,4,2.000000,1,-1.260044,-1.109439,1.465746,1.000000,3.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179,1,4,2,2.000000,2,-0.749340,-0.480637,-0.400533,0.000000,1.000000,3.000000,0.000000,0.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
180,1,4,4,2.000000,1,0.016717,-1.019278,2.621062,1.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
181,2,1,1,2.000000,1,1.293479,2.463702,-0.667144,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
182,2,2,2,2.000000,1,1.293479,0.483654,-0.489403,2.000000,1.000000,2.000000,0.000000,1.000000,3.000000,"yes","yes","0.000000",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
183,2,4,2,2.000000,2,0.016717,-0.602915,0.399301,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","3.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
184,1,4,4,1.000000,1,0.272070,0.221299,1.288006,0.000000,4.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
185,2,4,4,1.000000,2,-0.238635,-0.898162,0.043819,2.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
186,1,4,2,2.000000,1,-0.493987,-0.713971,-0.400533,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
187,2,2,4,1.000000,2,-1.004692,0.744461,2.899465,2.000000,1.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","3.000000",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
188,1,2,3,3.000000,1,-0.408870,-0.785558,2.887673,2.000000,1.000000,0.000000,0.000000,2.000000,0.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
189,2,4,1,1.000000,1,-0.749340,-0.979422,-1.378108,1.000000,2.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
190,1,1,4,2.000000,1,-0.238635,0.015052,-0.222792,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","4.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
191,2,2,3,3.000000,1,0.272070,0.536280,1.643487,0.000000,4.000000,2.000000,0.000000,1.000000,3.000000,"yes","yes","2.000000",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
192,2,4,4,1.000000,2,2.314888,0.247225,-0.133921,2.000000,2.000000,3.000000,0.000000,2.000000,1.000000,"none","yes","4.000000",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
193,2,4,2,1.000000,2,0.527422,0.274698,0.043819,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
194,1,2,2,1.000000,1,-1.260044,-0.424529,-0.578274,0.000000,1.000000,3.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
195,2,4,4,1.000000,1,2.059536,-0.067370,-1.289237,2.000000,2.000000,2.000000,2.000000,0.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
196,2,2,3,2.000000,1,-1.004692,-0.659410,-0.133921,2.000000,1.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
197,1,1,1,2.000000,1,-1.260044,-0.705458,-0.667144,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
198,2,4,4,3.139963,1,-0.749340,-0.872236,-0.756014,2.000000,2.000000,1.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
199,1,4,4,1.000000,1,0.272070,-0.172234,0.043819,2.000000,0.000000,4.000000,0.000000,2.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
200,2,4,3,1.000000,1,-0.238635,0.422515,0.399301,2.000000,1.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","0.000000",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
201,1,4,2,2.000000,1,-1.004692,-0.878040,1.465746,0.000000,3.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
202,1,4,3,1.000000,1,-0.749340,-0.788266,-0.756014,1.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
203,1,3,4,2.000000,1,0.527422,0.739818,-0.844885,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
204,2,4,4,1.000000,1,-0.749340,-0.891196,-1.289237,1.000000,1.000000,3.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
205,1,4,1,2.000000,2,-0.749340,-0.661732,0.221560,0.000000,1.000000,4.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
206,1,3,4,3.000000,2,0.782774,2.870391,0.221560,1.000000,1.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
207,1,4,4,3.000000,1,-0.749340,-0.491472,0.665913,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
208,1,4,3,1.000000,1,-0.749340,-0.689206,-0.844885,2.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
209,1,2,2,1.000000,1,0.272070,1.301289,-1.289237,1.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
210,1,3,2,1.000000,1,-0.749340,-0.693462,1.732358,0.000000,4.000000,3.000000,0.000000,1.000000,2.000000,"none","no","2.000000",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
211,1,1,2,2.000000,2,-1.004692,-0.050731,-0.222792,0.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
212,1,2,4,1.000000,1,1.293479,0.243742,0.843653,0.000000,0.000000,4.000000,0.000000,1.000000,1.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
213,2,2,4,2.000000,1,0.527422,0.807922,1.288006,1.000000,1.000000,0.000000,0.000000,1.000000,2.000000,"yes","yes","4.000000",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
214,2,4,4,1.000000,1,0.782774,-0.501920,2.709933,3.000000,1.000000,4.000000,0.000000,1.000000,3.000000,"yes","yes","0.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
215,1,4,2,1.000000,1,1.293479,0.052973,1.376876,0.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
216,1,1,3,2.000000,1,-1.260044,-0.879588,0.310431,2.000000,0.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
217,1,3,1,1.000000,1,-0.238635,-0.039122,-0.400533,1.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","4.000000",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
218,1,2,2,1.000000,1,1.293479,0.273924,-1.111496,3.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
219,1,2,2,1.000000,1,0.272070,-0.071239,-1.022626,1.000000,1.000000,2.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
220,1,2,4,1.000000,1,-0.919575,-0.712423,2.532192,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
221,1,4,1,1.000000,1,-0.749340,-0.998383,-0.844885,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
222,1,4,4,1.000000,1,-0.749340,-0.775884,-1.111496,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000,"yes","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
223,1,4,2,2.000000,1,-0.749340,-0.966653,-0.489403,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
224,1,4,4,2.000000,2,0.272070,-0.087878,-0.311662,0.000000,0.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","0.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
225,1,3,2,1.000000,1,-0.493987,0.561819,-0.489403,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
226,1,4,2,2.000000,1,1.293479,-0.229117,-0.756014,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","4.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
227,2,1,2,2.000000,1,2.314888,3.001182,-0.756014,2.000000,4.000000,3.000000,1.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
228,2,4,4,1.000000,1,-0.749340,1.803170,1.554617,1.000000,1.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
229,2,4,2,1.000000,1,-1.004692,-0.668310,-1.200367,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
230,1,4,1,1.000000,1,0.272070,-0.021709,-1.200367,1.000000,1.000000,1.000000,0.000000,2.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
231,2,4,2,1.000000,1,1.293479,0.388850,-0.844885,3.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
232,1,2,4,1.000000,1,-1.004692,-0.270134,1.376876,0.000000,3.000000,4.000000,0.000000,2.000000,1.000000,"none","yes","2.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
